"","vote16","protest","vote20jb","vote20bs","apppres7","econpres7","covidpres7","healthcarepres7","dtleader1","dtleader2","econnow","confecon","taxecon","hlthcare2","covid1","covid2","covid_elect","impeach1","impeach2","inc_anes","inc_cpsmod"
"749",2,0,2,4,4,5,7,77,2,77,5,4,4,1,4,1,2,2,5,26,66
"750",4,0,1,1,2,2,2,77,1,77,4,1,4,1,5,4,1,6,4,66,15
"751",1,0,1,1,3,5,4,77,4,77,5,4,1,1,4,2,3,7,1,66,15
"752",2,0,2,2,7,7,7,77,5,77,5,5,7,5,1,1,3,1,7,66,66
"753",1,0,1,1,1,1,1,77,1,77,2,4,4,4,5,2,1,7,7,16,66
"754",2,0,2,2,7,7,1,77,2,77,1,3,2,4,3,2,2,5,2,66,66
"755",1,0,1,1,1,1,2,77,1,77,2,3,1,2,2,3,2,7,1,66,66
"756",1,0,1,1,1,1,1,77,2,77,1,1,2,1,3,3,2,7,1,16,66
"757",2,0,4,3,4,3,3,77,5,77,3,3,6,3,2,2,3,4,4,66,66
"758",4,0,4,4,6,4,4,77,3,77,3,3,4,3,3,3,2,5,5,66,66
"759",4,0,2,3,6,5,6,77,4,77,4,3,3,2,1,2,3,4,4,66,66
"760",2,0,2,1,1,2,5,77,2,77,2,4,1,4,2,1,1,5,3,13,66
"761",2,0,2,2,3,5,5,77,4,77,4,5,4,2,3,1,1,1,1,66,3
"762",2,0,2,2,4,4,4,77,4,77,5,5,3,3,3,1,3,1,5,66,16
"763",1,0,1,1,2,1,1,77,1,77,4,3,2,1,3,3,1,7,1,66,66
"764",4,0,3,3,4,4,4,77,5,77,4,1,4,2,4,5,4,4,4,66,66
"765",1,0,3,3,5,2,5,77,3,77,4,4,5,2,2,1,3,5,3,66,66
"766",1,0,3,3,5,3,4,77,4,77,4,4,3,3,1,1,2,6,2,21,66
"767",3,0,3,2,7,7,7,77,5,77,5,4,7,5,2,1,3,1,7,9,66
"768",4,1,2,3,7,5,6,77,4,77,1,2,1,2,1,3,2,3,3,66,66
"769",2,0,2,2,7,6,7,77,5,77,5,2,7,2,2,4,3,1,7,66,4
"770",1,1,1,1,1,1,1,77,1,77,1,3,1,5,3,2,1,1,1,22,66
"771",2,0,3,2,7,5,7,77,4,77,4,4,5,4,3,1,1,3,4,66,16
"772",2,0,2,3,7,7,7,77,4,77,5,5,6,5,2,1,2,1,7,66,66
"773",2,0,2,2,3,2,2,77,2,77,5,4,2,1,3,2,3,5,4,66,66
"774",1,0,1,1,2,1,1,77,1,77,1,2,1,4,4,2,3,7,1,8,66
"775",1,0,1,1,1,1,1,77,2,77,5,2,2,3,1,4,2,7,1,8,66
"776",4,1,2,2,7,6,7,77,4,77,4,3,2,1,3,3,3,2,5,66,19
"777",1,0,1,1,1,1,1,77,1,77,1,2,3,4,1,1,1,7,1,66,9
"778",2,0,3,2,6,6,7,77,4,77,5,4,4,3,2,2,3,3,6,66,66
"779",2,0,1,1,3,4,1,77,2,77,2,3,3,3,9,1,1,3,3,5,66
"780",2,0,2,2,7,4,7,77,5,77,3,4,4,3,1,1,3,4,4,66,66
"781",1,0,1,1,2,1,4,77,4,77,2,4,3,2,4,3,2,7,1,11,66
"782",1,0,1,1,1,1,1,77,1,77,5,5,7,2,2,2,2,6,5,66,66
"783",2,0,2,2,7,7,7,77,5,77,5,5,7,1,5,1,3,1,7,66,66
"784",2,0,2,2,7,7,7,77,5,77,5,5,4,4,1,1,4,1,7,66,66
"785",1,0,1,1,2,1,1,77,1,77,2,3,3,2,4,2,2,7,1,66,21
"786",2,1,2,2,1,1,5,77,5,77,1,5,4,1,1,1,3,3,2,3,66
"787",1,0,1,1,2,3,2,77,2,77,3,3,3,3,3,3,3,7,1,66,9
"788",1,0,1,1,2,1,2,77,2,77,1,1,3,1,5,3,2,7,1,66,22
"789",1,0,1,1,3,3,1,77,2,77,5,5,4,1,1,1,3,7,7,16,66
"790",1,0,1,1,1,1,1,77,1,77,1,1,1,1,1,1,3,7,7,66,66
"791",2,0,2,2,7,6,6,77,5,77,5,5,5,2,3,2,3,1,7,66,66
"792",1,0,1,1,2,2,2,77,1,77,5,2,3,3,3,3,1,7,1,66,66
"793",1,0,2,2,7,7,7,77,5,77,5,5,7,4,2,1,3,1,7,66,66
"794",2,0,2,2,7,7,7,77,5,77,5,5,7,5,2,1,3,6,7,8,66
"795",2,0,2,2,7,7,7,77,5,77,5,5,3,5,4,1,2,1,7,5,66
"796",4,0,4,4,4,4,4,77,3,77,3,3,4,3,5,5,4,4,4,66,5
"797",1,1,1,1,1,2,1,77,1,77,1,2,2,2,1,1,1,2,2,66,3
"798",2,0,2,2,7,7,7,77,5,77,5,5,7,3,3,3,3,1,7,19,66
"799",2,0,2,2,7,7,7,77,5,77,5,5,7,5,1,1,2,1,7,66,66
"800",2,0,2,3,7,3,6,77,5,77,5,4,3,1,4,2,2,5,4,66,23
"801",1,0,3,3,3,3,2,77,3,77,4,3,3,2,2,2,2,4,4,20,66
"802",3,0,2,2,7,6,7,77,5,77,5,5,5,2,2,2,3,1,7,10,66
"803",1,0,1,1,3,4,3,77,2,77,3,5,3,2,1,1,2,5,2,66,14
"804",1,0,1,1,1,1,1,77,1,77,1,5,1,4,4,1,4,7,1,5,66
"805",1,0,1,1,1,1,1,77,1,77,5,5,1,1,5,2,4,7,1,66,21
"806",2,1,2,4,7,7,7,77,5,77,4,5,6,1,4,1,3,2,7,22,66
"807",2,0,2,2,6,4,5,77,5,77,4,4,3,2,3,2,3,6,5,66,15
"808",1,0,1,2,3,3,3,77,4,77,2,2,3,3,2,2,2,6,2,66,66
"809",4,0,3,2,7,7,7,77,5,77,5,4,7,1,4,1,3,1,7,7,66
"810",1,0,1,1,1,1,1,77,1,77,1,2,3,2,3,2,2,7,1,14,66
"811",1,0,2,3,3,3,3,77,1,77,4,3,2,3,2,2,2,3,6,66,1
"812",1,0,1,1,1,1,1,77,1,77,1,4,1,1,4,1,2,7,1,66,66
"813",1,0,1,1,1,1,1,77,1,77,5,4,2,1,3,1,2,7,1,66,66
"814",4,0,2,2,7,7,7,77,5,77,3,1,4,2,4,5,3,1,7,5,66
"815",1,0,4,4,5,3,6,77,4,77,4,5,4,2,1,1,3,5,4,66,66
"816",1,0,1,1,2,2,2,77,2,77,5,4,4,2,4,1,2,7,1,66,66
"817",1,0,1,1,2,1,2,77,2,77,5,5,2,1,1,1,2,7,1,66,66
"818",1,0,2,2,7,7,7,77,5,77,5,4,5,1,2,1,3,1,7,66,66
"819",1,0,1,1,2,3,2,77,3,77,2,2,3,2,4,2,2,7,1,4,66
"820",4,0,4,4,2,2,2,77,2,77,3,1,2,1,5,5,2,4,4,66,2
"821",1,0,1,1,2,1,2,77,1,77,5,5,1,1,5,1,2,7,1,17,66
"822",2,0,2,2,6,4,6,77,5,77,5,4,5,2,3,2,3,3,5,66,66
"823",1,0,1,1,1,1,6,77,1,77,3,4,1,3,2,2,4,7,1,66,26
"824",1,0,1,1,2,1,2,77,2,77,2,3,4,2,2,1,3,7,1,20,66
"825",2,0,1,2,2,2,2,77,2,77,2,3,4,4,3,2,4,5,4,66,66
"826",3,0,2,2,7,6,7,77,5,77,5,3,6,5,2,2,3,1,7,66,10
"827",1,0,2,2,4,5,6,77,5,77,2,2,5,2,4,2,2,4,4,66,66
"828",1,0,3,3,5,5,4,77,4,77,5,5,3,3,2,1,2,3,4,66,11
"829",2,0,2,2,3,4,3,77,4,77,4,3,4,2,4,2,2,4,4,4,66
"830",2,0,2,3,5,5,7,77,5,77,2,2,4,3,4,3,3,1,6,20,66
"831",1,0,1,1,3,1,2,77,5,77,4,2,1,1,5,4,2,7,1,66,66
"832",1,0,1,1,2,2,2,77,2,77,4,3,5,2,3,2,2,7,1,66,66
"833",1,0,1,1,2,1,2,77,1,77,2,3,3,1,1,2,1,7,1,66,3
"834",1,0,1,1,1,1,1,77,1,77,1,1,1,1,2,3,2,7,1,66,66
"835",2,0,1,1,5,2,6,77,2,77,5,5,2,2,2,2,2,6,3,22,66
"836",2,0,2,2,6,5,6,77,4,77,5,3,4,1,4,3,3,3,5,66,14
"837",1,0,1,2,4,3,3,77,3,77,2,2,4,3,3,3,2,4,4,3,66
"838",2,0,2,2,7,7,7,77,5,77,5,5,7,3,3,1,3,1,7,5,66
"839",4,1,2,1,1,2,1,77,5,77,2,5,1,1,4,5,1,5,2,66,21
"840",1,0,1,1,6,2,3,77,2,77,1,2,3,2,2,2,1,5,5,66,66
"841",1,0,1,2,2,2,3,77,1,77,2,3,2,4,2,1,2,4,3,66,66
"842",2,0,2,2,7,7,7,77,5,77,5,5,7,2,3,1,2,1,7,20,66
"843",1,0,1,1,2,1,1,77,1,77,4,3,2,1,5,2,2,7,1,66,66
"844",1,0,1,1,1,1,1,77,1,77,4,2,2,1,5,3,2,7,1,66,66
"845",2,1,2,2,7,7,7,77,5,77,5,5,7,5,4,1,3,1,7,66,17
"846",2,1,2,2,7,7,7,77,5,77,5,4,7,2,2,3,3,1,7,66,66
"847",2,0,1,1,2,1,1,77,2,77,5,5,1,3,1,1,4,7,1,66,22
"848",1,0,1,1,2,1,1,77,1,77,3,3,4,2,4,4,4,7,1,66,22
"849",3,0,2,2,7,7,7,77,5,77,5,5,7,3,2,1,3,1,7,6,66
"850",1,0,1,1,3,3,3,77,4,77,3,4,3,4,1,1,4,7,7,66,66
"851",2,0,2,2,7,7,7,77,5,77,5,5,3,3,3,1,3,1,7,13,66
"852",4,0,2,2,7,7,7,77,5,77,5,5,5,2,3,1,3,2,7,66,14
"853",2,0,2,3,7,5,6,77,5,77,5,4,3,2,2,2,3,1,7,66,26
"854",2,0,2,2,4,4,5,77,4,77,4,4,3,2,2,2,1,4,4,66,23
"855",2,0,2,2,7,7,7,77,5,77,2,5,7,4,4,2,2,7,7,1,66
"856",1,0,1,1,1,2,2,77,1,77,2,4,3,5,1,1,4,3,5,66,66
"857",4,0,1,1,1,1,1,77,1,77,1,5,1,4,1,1,1,3,1,26,66
"858",4,0,1,1,1,2,1,77,2,77,1,3,3,3,3,3,3,3,2,66,1
"859",2,0,1,1,4,4,4,77,4,77,5,5,4,5,1,1,4,7,1,66,8
"860",4,0,4,4,3,3,2,77,3,77,5,5,7,5,2,1,3,7,1,66,66
"861",1,0,1,1,1,1,1,77,1,77,2,2,1,1,4,4,2,7,1,66,66
"862",4,0,4,2,4,4,4,77,5,77,4,4,4,1,4,3,3,1,7,66,2
"863",1,0,1,1,1,1,1,77,1,77,4,5,1,3,4,1,4,7,1,66,66
"864",2,0,2,2,7,7,7,77,5,77,5,2,7,5,4,4,3,1,7,66,5
"865",1,0,1,1,1,1,2,77,1,77,2,4,1,3,3,2,2,7,1,66,66
"866",2,0,2,3,5,6,5,77,5,77,5,3,5,2,1,1,9,3,5,66,66
"867",2,0,2,2,6,6,6,77,5,77,5,5,2,4,1,1,3,1,7,6,66
"868",3,0,2,2,4,3,3,77,2,77,2,4,3,3,3,4,2,3,3,10,66
"869",1,0,1,1,2,1,2,77,1,77,2,1,2,2,5,4,2,5,3,66,12
"870",1,0,1,1,3,2,3,77,3,77,4,3,6,2,2,1,1,7,1,21,66
"871",2,1,2,2,7,7,7,77,5,77,5,5,6,4,2,3,3,1,7,66,66
"872",3,0,2,2,7,6,7,77,4,77,4,3,3,2,4,3,2,1,7,66,13
"873",1,0,1,1,1,1,1,77,1,77,1,4,1,5,1,1,1,1,1,66,11
"874",2,0,2,2,7,7,7,77,5,77,5,5,7,2,2,1,3,1,7,26,66
"875",4,1,3,2,7,6,7,77,5,77,4,3,5,3,4,3,3,2,6,66,66
"876",3,0,3,3,6,6,6,77,5,77,5,5,6,3,4,1,2,4,4,1,66
"877",3,1,2,2,7,6,7,77,4,77,5,4,6,2,3,2,3,1,7,66,66
"878",4,0,2,2,6,5,7,77,5,77,5,5,3,2,3,1,4,4,4,66,66
"879",1,0,1,1,2,2,2,77,2,77,3,3,2,3,1,1,2,7,1,66,66
"880",1,0,1,1,1,1,1,77,2,77,1,2,4,3,3,3,2,7,1,66,66
"881",4,0,2,2,7,7,7,77,5,77,5,5,4,3,2,2,3,1,7,66,66
"882",1,0,1,1,1,1,1,77,1,77,4,3,1,3,4,3,2,7,1,9,66
"883",1,0,1,1,3,2,2,77,1,77,4,2,4,1,4,3,3,7,1,13,66
"884",4,0,2,2,7,7,7,77,5,77,4,4,9,5,3,1,4,1,7,66,66
"885",4,0,1,1,1,1,1,77,1,77,4,4,4,5,1,2,2,5,4,11,66
"886",4,0,4,4,7,7,7,77,5,77,5,5,6,3,4,1,3,1,7,66,66
"887",2,0,2,2,7,7,7,77,5,77,5,5,7,3,3,1,4,1,1,66,5
"888",2,0,2,2,4,4,7,77,5,77,3,5,4,4,1,1,4,4,4,66,66
"889",4,0,3,3,6,6,6,77,5,77,3,1,4,1,4,5,3,4,4,21,66
"890",1,0,3,3,7,3,3,77,3,77,5,4,3,2,4,3,2,1,7,66,66
"891",1,0,1,1,1,2,2,77,2,77,4,2,4,3,2,2,2,7,1,2,66
"892",1,0,1,1,2,1,2,77,2,77,5,3,2,1,5,4,2,7,1,66,66
"893",4,0,1,1,3,3,2,77,2,77,4,3,3,1,3,1,4,7,2,66,66
"894",1,0,1,1,1,1,1,77,1,77,1,5,1,5,1,1,4,1,1,24,66
"895",2,0,2,2,7,7,7,77,5,77,5,2,4,1,4,2,3,1,7,66,66
"896",2,0,2,2,7,7,7,77,5,77,5,5,7,5,1,1,3,1,7,66,9
"897",3,1,3,3,1,1,1,77,1,77,1,1,1,5,5,5,1,1,1,66,66
"898",1,0,1,1,2,1,2,77,1,77,2,2,4,2,3,3,2,7,1,66,66
"899",1,0,1,1,1,1,1,77,1,77,2,1,1,1,5,4,3,7,1,66,66
"900",2,0,2,2,7,7,7,77,5,77,4,3,5,1,3,2,3,1,7,22,66
"901",4,0,1,1,2,2,2,77,2,77,2,3,3,4,3,3,2,7,1,3,66
"902",4,0,1,1,2,1,1,77,1,77,5,5,1,2,4,1,1,7,1,66,17
"903",2,1,2,2,7,7,7,77,5,77,5,5,6,2,3,1,3,1,7,22,66
"904",3,0,3,3,4,4,4,77,3,77,4,3,4,3,2,2,2,4,4,66,66
"905",2,0,2,2,7,7,6,77,5,77,5,4,4,3,3,3,3,2,7,21,66
"906",4,0,4,4,4,4,4,77,4,77,3,1,4,3,3,3,3,5,5,66,3
"907",1,0,1,1,3,3,3,77,3,77,4,4,3,2,1,1,3,6,3,8,66
"908",2,0,2,2,7,7,7,77,5,77,5,5,4,5,1,1,3,4,4,21,66
"909",2,0,2,2,7,6,7,77,5,77,5,4,7,1,4,3,3,1,7,66,24
"910",1,1,1,1,1,1,1,77,1,77,1,5,1,5,1,1,1,1,1,18,66
"911",2,0,2,2,7,7,7,77,5,77,5,5,4,2,3,3,3,1,7,66,66
"912",1,0,1,2,2,2,2,77,1,77,1,4,1,2,1,1,2,2,2,66,21
"913",4,0,4,4,4,4,4,77,4,77,3,1,4,2,4,4,4,4,4,66,66
"914",2,0,3,2,6,6,7,77,5,77,5,5,3,3,1,2,4,5,2,66,66
"915",1,0,1,1,2,2,2,77,1,77,4,3,1,1,4,3,2,7,1,66,66
"916",4,0,4,4,4,4,4,77,3,77,5,5,7,3,1,1,4,4,4,9,66
"917",2,0,2,1,5,3,3,77,2,77,2,4,2,5,4,1,2,5,6,66,66
"918",4,0,1,1,2,2,2,77,1,77,2,5,3,5,4,1,2,5,2,66,66
"919",1,0,2,2,2,3,2,77,3,77,2,3,5,5,2,3,2,4,4,66,19
"920",1,0,1,1,1,1,1,77,1,77,1,1,1,5,1,1,3,7,1,66,66
"921",4,0,2,3,7,7,7,77,5,77,5,5,6,1,3,1,3,2,6,66,19
"922",1,0,2,2,7,7,7,77,5,77,5,5,2,4,2,1,1,1,7,4,66
"923",2,0,4,4,4,4,3,77,4,77,3,3,3,4,3,1,4,3,4,7,66
"924",2,0,2,2,7,7,7,77,5,77,5,5,6,2,1,1,2,5,7,22,66
"925",1,0,1,1,3,2,4,77,4,77,4,2,2,1,4,3,3,6,3,66,20
"926",2,0,2,2,3,2,2,77,3,77,4,5,7,5,1,1,2,1,1,66,3
"927",2,0,2,2,1,1,1,77,1,77,1,5,1,5,1,1,4,1,1,66,21
"928",1,0,1,1,1,1,1,77,1,77,2,2,1,2,3,3,2,3,4,25,66
"929",2,0,2,2,7,6,7,77,5,77,1,4,3,2,1,1,1,1,6,66,66
"930",4,0,2,4,2,2,2,77,2,77,4,2,4,1,5,4,4,5,5,4,66
"931",3,0,1,1,2,1,2,77,3,77,4,2,4,1,4,2,1,7,1,15,66
"932",2,0,2,2,7,7,7,77,5,77,5,5,4,2,1,1,3,1,7,66,66
"933",4,0,1,1,2,2,1,77,1,77,4,4,2,2,3,2,2,7,1,66,66
"934",1,0,3,3,5,6,6,77,5,77,4,3,4,1,2,2,3,4,4,66,22
"935",1,0,1,1,1,1,1,77,1,77,1,5,6,3,3,1,3,7,1,6,66
"936",4,0,1,1,2,2,2,77,2,77,4,3,4,2,4,4,4,7,1,66,1
"937",2,0,2,4,7,3,7,77,5,77,5,4,6,1,3,1,2,1,7,66,17
"938",1,1,1,1,1,1,1,77,1,77,1,2,4,5,1,1,3,1,1,66,66
"939",1,0,1,1,1,1,2,77,1,77,2,4,4,3,2,1,1,1,1,66,66
"940",2,0,2,3,4,3,3,77,3,77,3,2,4,3,3,3,1,4,4,66,16
"941",2,0,2,2,6,5,7,77,5,77,5,4,4,4,2,2,3,3,5,22,66
"942",4,0,4,4,5,5,5,77,5,77,4,4,4,1,4,3,3,3,5,66,2
"943",1,0,2,2,4,3,5,77,4,77,3,3,3,2,1,2,2,3,3,15,66
"944",4,0,1,1,2,2,3,77,2,77,4,3,4,1,4,3,4,7,1,22,66
"945",1,0,1,1,1,1,1,77,1,77,3,4,1,5,1,1,2,7,1,66,66
"946",2,0,2,2,7,5,7,77,5,77,5,5,6,2,3,1,3,2,7,66,6
"947",1,1,1,1,2,1,2,77,1,77,1,4,6,4,2,1,1,6,1,66,66
"948",1,0,1,1,2,2,2,77,2,77,5,4,4,2,2,1,2,7,1,66,12
"949",1,0,1,1,1,1,1,77,1,77,2,2,2,1,4,3,2,7,1,10,66
"950",2,0,2,2,5,5,6,77,4,77,5,5,4,4,2,1,2,1,7,66,14
"951",4,0,3,2,6,5,7,77,4,77,2,4,3,5,3,2,3,2,7,21,66
"952",1,0,1,1,2,1,1,77,1,77,2,2,3,3,3,1,2,7,1,66,66
"953",2,0,2,2,7,6,7,77,5,77,5,5,7,2,1,1,3,1,7,66,21
"954",1,0,1,1,2,1,2,77,2,77,5,5,3,2,3,1,2,7,1,66,12
"955",1,0,2,4,7,7,7,77,5,77,5,5,3,2,2,1,2,1,7,66,66
"956",1,0,1,1,2,3,3,77,3,77,4,3,3,1,4,2,4,7,1,66,4
"957",4,0,4,4,3,4,5,77,5,77,5,5,6,4,1,1,4,4,2,3,66
"958",4,0,4,4,7,7,2,77,4,77,4,5,4,3,1,1,2,1,7,2,66
"959",2,0,2,2,7,7,7,77,5,77,4,3,5,1,4,2,3,2,5,66,66
"960",2,1,2,2,7,7,7,77,5,77,5,4,7,4,2,2,1,1,7,19,66
"961",4,0,2,2,5,2,7,77,4,77,2,3,3,3,4,4,2,6,5,66,8
"962",1,1,1,1,1,1,1,77,1,77,1,5,1,5,1,1,1,1,1,66,66
"963",1,0,1,1,1,2,1,77,1,77,5,5,5,1,3,2,3,7,1,66,66
"964",2,0,2,2,7,4,6,77,5,77,3,4,5,1,3,2,2,2,6,66,66
"965",1,0,1,1,2,2,2,77,2,77,5,5,4,3,2,1,3,7,1,14,66
"966",1,0,1,1,1,1,1,77,1,77,4,3,4,5,1,2,2,7,1,66,66
"967",2,0,2,2,7,7,7,77,5,77,5,5,7,5,1,1,1,7,7,66,66
"968",1,0,1,1,3,2,3,77,3,77,3,2,3,3,4,4,4,5,3,66,21
"969",3,0,2,3,7,7,7,77,5,77,5,3,4,2,2,2,3,7,7,66,16
"970",2,0,2,2,7,7,7,77,5,77,5,5,7,4,2,2,3,1,7,7,66
"971",1,1,1,1,1,1,1,77,1,77,1,1,1,2,4,5,1,2,3,66,17
"972",1,0,1,1,1,1,1,77,1,77,1,1,1,2,3,3,1,7,1,66,7
"973",2,0,2,2,7,7,6,77,5,77,5,5,7,4,1,1,2,1,7,66,66
"974",2,0,2,2,7,3,6,77,4,77,5,4,6,2,2,3,3,3,7,21,66
"975",2,0,2,1,4,2,3,77,1,77,1,3,4,3,3,4,3,4,4,2,66
"976",1,0,1,1,2,2,2,77,2,77,4,2,2,1,4,3,3,7,1,5,66
"977",1,0,1,1,1,1,1,77,1,77,3,4,2,3,2,2,2,4,3,66,66
"978",1,0,1,1,2,2,2,77,2,77,3,2,4,1,5,3,1,7,1,2,66
"979",2,0,2,2,7,7,7,77,5,77,5,5,7,1,4,1,3,1,7,66,66
"980",2,0,2,3,7,7,7,77,5,77,5,5,7,1,3,2,1,1,7,66,66
"981",4,0,4,4,7,7,7,77,5,77,5,4,4,3,2,1,3,1,7,66,6
"982",1,0,1,1,4,4,5,77,4,77,3,4,4,3,4,2,2,4,2,66,66
"983",4,0,1,2,3,3,3,77,4,77,3,2,4,3,2,2,4,3,3,9,66
"984",1,0,1,1,1,1,1,77,1,77,1,3,1,3,4,4,1,7,1,6,66
"985",1,0,1,2,2,2,2,77,2,77,3,3,1,4,1,1,2,6,2,66,22
"986",3,0,1,1,2,2,2,77,1,77,4,4,2,4,4,1,1,7,1,66,5
"987",2,0,2,2,7,7,7,77,5,77,5,5,3,5,3,2,2,1,7,66,66
"988",1,0,1,1,1,1,1,77,1,77,2,4,2,2,3,1,4,7,1,66,20
"989",1,1,1,1,2,2,1,77,2,77,2,2,2,4,2,2,4,5,2,66,66
"990",4,1,1,1,5,3,7,77,4,77,5,4,3,2,4,2,3,5,4,8,66
"991",1,0,1,1,3,3,3,77,4,77,4,3,4,2,4,2,2,7,1,66,66
"992",4,0,2,2,3,3,3,77,3,77,4,4,4,5,3,1,4,5,3,66,11
"993",4,0,1,1,2,1,1,77,2,77,2,2,2,1,4,4,3,7,2,4,66
"994",4,0,2,2,7,5,7,77,4,77,5,4,5,2,3,2,3,5,4,17,66
"995",1,0,1,1,3,2,6,77,3,77,5,4,2,1,3,2,2,7,1,66,66
"996",2,0,2,2,3,4,3,77,5,77,5,4,4,5,2,1,1,1,7,6,66
"997",1,0,1,1,1,1,2,77,1,77,2,3,3,1,4,4,1,7,1,66,66
"998",2,0,2,2,7,7,7,77,5,77,4,5,1,3,1,1,4,1,4,66,66
"999",1,0,1,1,1,1,1,77,3,77,1,1,4,1,5,4,4,4,4,66,26
"1000",4,0,2,2,7,7,7,77,5,77,4,3,4,1,4,3,2,1,7,21,66
"1001",1,0,1,1,1,1,1,77,1,77,1,5,1,5,1,1,1,1,1,66,66
"1002",1,1,1,2,5,4,4,77,1,77,2,4,1,2,4,3,1,2,3,66,66
"1003",4,0,2,2,7,4,4,77,5,77,3,3,4,3,3,3,1,4,4,1,66
"1004",2,0,2,2,7,7,7,77,5,77,5,3,4,2,4,3,2,1,7,66,66
"1005",1,0,1,1,3,2,2,77,3,77,3,3,4,5,4,2,2,4,4,66,6
"1006",1,1,1,1,1,1,1,77,1,77,4,4,2,1,4,2,1,7,1,66,66
"1007",1,0,1,1,2,2,4,77,2,77,1,2,1,3,4,3,1,7,1,19,66
"1008",4,0,1,4,4,4,4,77,3,77,3,3,4,3,3,3,2,4,4,1,66
"1009",2,0,2,2,7,7,7,77,5,77,5,5,7,5,1,1,1,1,7,66,66
"1010",1,0,1,1,4,4,6,77,2,77,3,3,4,2,4,4,2,4,4,66,7
"1011",2,0,2,2,7,7,7,77,5,77,5,5,4,1,1,1,3,1,7,2,66
"1012",4,0,2,2,7,6,5,77,5,77,5,5,4,5,1,1,3,1,7,66,66
"1013",2,0,2,2,1,1,5,77,4,77,1,5,7,5,1,1,1,1,1,66,26
"1014",1,0,2,2,6,5,7,77,5,77,4,2,5,2,4,3,3,1,6,6,66
"1015",1,0,2,2,5,2,6,77,2,77,4,3,5,4,2,2,3,5,3,66,23
"1016",2,0,2,2,7,7,7,77,5,77,5,4,7,4,1,1,3,1,7,66,4
"1017",1,0,1,1,2,2,3,77,2,77,2,4,3,2,4,2,3,5,3,66,17
"1018",2,0,2,2,7,6,7,77,5,77,5,5,6,3,1,1,3,1,7,66,66
"1019",2,0,2,3,7,4,6,77,5,77,4,4,7,5,3,3,2,1,6,66,66
"1020",1,1,1,1,2,2,3,77,2,77,2,2,2,2,3,2,1,2,2,20,66
"1021",2,0,2,2,4,4,4,77,5,77,4,4,4,5,1,1,4,4,4,15,66
"1022",2,0,1,1,3,2,2,77,3,77,5,5,4,2,3,1,2,5,3,66,66
"1023",2,0,2,2,6,6,5,77,5,77,4,2,4,2,5,4,1,3,5,66,17
"1024",1,0,1,1,2,2,2,77,2,77,4,3,2,1,4,2,2,7,1,66,10
"1025",1,0,1,2,3,4,3,77,2,77,5,5,4,2,1,2,3,6,2,66,15
"1026",1,1,1,2,3,4,2,77,1,77,1,2,2,5,4,4,3,3,6,66,22
"1027",4,0,4,4,4,4,4,77,3,77,5,4,6,5,1,1,2,4,4,66,2
"1028",1,0,1,1,1,1,1,77,1,77,5,5,1,1,1,1,1,7,1,22,66
"1029",1,1,1,1,1,1,1,77,1,77,4,2,3,2,4,2,1,7,1,66,9
"1030",1,0,1,1,5,3,3,77,3,77,4,3,2,4,4,2,2,4,4,66,15
"1031",1,0,1,1,2,1,3,77,1,77,5,4,4,5,1,1,3,7,1,66,5
"1032",1,0,1,1,1,1,2,77,1,77,5,5,3,5,2,1,4,7,1,66,66
"1033",3,0,4,4,7,7,7,77,5,77,5,5,6,2,5,1,2,1,7,66,19
"1034",2,1,2,2,7,2,2,77,5,77,3,3,4,3,2,2,1,3,3,13,66
"1035",2,0,3,2,5,4,5,77,2,77,2,1,2,1,3,4,1,3,2,66,66
"1036",4,0,2,2,7,7,7,77,5,77,5,5,2,2,1,1,3,2,7,66,66
"1037",2,0,2,2,7,7,7,77,5,77,5,4,5,2,1,1,2,1,7,66,66
"1038",4,0,2,2,3,5,7,77,2,77,2,4,5,3,1,1,4,6,2,15,66
"1039",2,0,2,2,2,1,2,77,1,77,2,4,3,2,1,2,1,2,2,24,66
"1040",4,0,3,3,7,7,7,77,5,77,3,3,4,3,3,3,2,4,4,4,66
"1041",2,0,2,2,4,4,4,77,4,77,3,3,3,2,3,2,1,4,4,6,66
"1042",4,0,2,2,7,7,7,77,5,77,4,5,7,1,3,1,3,1,4,66,66
"1043",1,1,1,1,2,2,2,77,2,77,1,4,2,3,2,2,1,1,6,16,66
"1044",2,0,2,2,7,4,6,77,5,77,5,4,4,1,2,1,2,1,7,66,66
"1045",4,0,4,4,4,4,4,77,4,77,5,2,4,1,4,4,1,1,4,66,66
"1046",2,0,2,3,4,3,3,77,4,77,3,2,4,3,3,4,4,4,4,66,66
"1047",2,0,2,2,6,5,6,77,5,77,5,4,4,1,3,2,3,1,7,66,4
"1048",1,0,1,1,2,1,2,77,2,77,1,2,4,1,5,2,2,7,1,66,66
"1049",2,0,2,3,7,6,7,77,5,77,5,3,7,2,3,2,2,5,5,19,66
"1050",1,0,4,1,2,1,2,77,2,77,3,3,4,2,1,2,2,7,1,66,66
"1051",2,0,2,2,7,7,7,77,5,77,5,5,7,5,1,1,1,1,7,66,66
"1052",2,0,2,2,7,7,5,77,5,77,5,5,7,5,1,1,2,1,7,66,3
"1053",4,0,1,1,2,2,1,77,1,77,3,3,4,2,3,3,4,7,1,66,4
"1054",4,0,4,2,6,6,7,77,5,77,4,5,3,5,4,2,3,2,6,66,66
"1055",4,0,1,1,2,2,3,77,2,77,5,5,3,4,4,1,4,7,1,4,66
